Date,Toy_ID,Toy_Name,Category,Sales,Price
2018-11-21,B02,Clay,Art,5.0,20
2018-11-21,C01,Doll,Stress Relief,10.5,100
2018-11-22,A01,Robot,Building,2.5,250
2018-11-22,A02,Lego,Building,1.5,200
2018-11-22,B01,Crayon,Art,0.5,50
2018-11-22,B02,Clay,Art,4.5,20
2018-11-22,C01,Doll,Stress Relief,12.5,100
2018-11-23,A01,Robot,Building,5.0,250
2018-11-23,A02,Lego,Building,1.5,200
2018-11-23,B01,Crayon,Art,1.0,50
2018-11-23,B02,Clay,Art,7.0,20
2018-11-23,C01,Doll,Stress Relief,12.0,100
2018-11-24,A01,Robot,Building,4.5,250
2018-11-24,A02,Lego,Building,1.5,200
2018-11-24,B01,Crayon,Art,3.5,50
2018-11-24,B02,Clay,Art,0.5,20
2018-11-24,C01,Doll,Stress Relief,10.0,100
2018-11-25,A01,Robot,Building,3.5,250
2018-11-25,A02,Lego,Building,1.0,200
2018-11-25,B01,Crayon,Art,2.5,50
2018-11-25,B02,Clay,Art,1.5,20
2018-11-25,C01,Doll,Stress Relief,10.5,100
2018-11-26,A01,Robot,Building,2.5,250
2018-11-26,A02,Lego,Building,1.5,200
2018-11-26,B01,Crayon,Art,1.0,50
2018-11-26,B02,Clay,Art,3.5,20
2018-11-26,C01,Doll,Stress Relief,10.5,100
2018-11-27,A01,Robot,Building,3.5,250
2018-11-27,A02,Lego,Building,1.0,200
2018-11-27,B01,Crayon,Art,0.5,50
2018-11-27,B02,Clay,Art,0.5,20
2018-11-27,C01,Doll,Stress Relief,10.0,100
2018-11-28,A01,Robot,Building,2.5,250
2018-11-28,A02,Lego,Building,1.5,200
2018-11-28,B01,Crayon,Art,2.5,50
2018-11-28,B02,Clay,Art,1.5,20
2018-11-28,C01,Doll,Stress Relief,10.0,100
2018-11-29,A01,Robot,Building,4.5,250
2018-11-29,A02,Lego,Building,1.0,200
2018-11-29,B01,Crayon,Art,2.5,50
2018-11-29,B02,Clay,Art,0.5,20
2018-11-29,C01,Doll,Stress Relief,10.5,100
2018-11-30,A01,Robot,Building,4.0,250
2018-11-30,A02,Lego,Building,1.0,200
2018-11-30,B01,Crayon,Art,0.5,50
2018-11-30,B02,Clay,Art,5.5,20
2018-11-30,C01,Doll,Stress Relief,12.5,100
2018-12-01,A01,Robot,Building,20.0,250
2018-12-01,A02,Lego,Building,4.0,200
2018-12-01,B01,Crayon,Art,14.0,50
2018-12-01,B02,Clay,Art,12.0,20
2018-12-01,C01,Doll,Stress Relief,48.0,100
2018-12-02,A01,Robot,Building,14.0,250
2018-12-02,A02,Lego,Building,6.0,200
2018-12-02,B01,Crayon,Art,4.0,50
2018-12-02,B02,Clay,Art,2.0,20
2018-12-02,C01,Doll,Stress Relief,48.0,100
2018-12-03,A01,Robot,Building,14.0,250
2018-12-03,A02,Lego,Building,4.0,200
2018-12-03,B01,Crayon,Art,12.0,50
2018-12-03,B02,Clay,Art,12.0,20
2018-12-03,C01,Doll,Stress Relief,48.0,100
2018-12-04,A01,Robot,Building,12.0,250
2018-12-04,A02,Lego,Building,4.0,200
2018-12-04,B01,Crayon,Art,8.0,50
2018-12-04,B02,Clay,Art,16.0,20
2018-12-04,C01,Doll,Stress Relief,46.0,100
2018-12-05,A01,Robot,Building,16.0,250
2018-12-05,A02,Lego,Building,4.0,200
2018-12-05,B01,Crayon,Art,12.0,50
2018-12-05,B02,Clay,Art,14.0,20
2018-12-05,C01,Doll,Stress Relief,50.0,100
2018-12-06,A01,Robot,Building,18.0,250
2018-12-06,A02,Lego,Building,6.0,200
2018-12-06,B01,Crayon,Art,10.0,50
2018-12-06,B02,Clay,Art,22.0,20
2018-12-06,C01,Doll,Stress Relief,46.0,100
2018-12-07,A01,Robot,Building,18.0,250
2018-12-07,A02,Lego,Building,4.0,200
2018-12-07,B01,Crayon,Art,10.0,50
2018-12-07,B02,Clay,Art,20.0,20
2018-12-07,C01,Doll,Stress Relief,40.0,100
2018-12-08,A01,Robot,Building,16.0,250
2018-12-08,A02,Lego,Building,4.0,200
2018-12-08,B01,Crayon,Art,14.0,50
2018-12-08,B02,Clay,Art,4.0,20
2018-12-08,C01,Doll,Stress Relief,46.0,100
2018-12-09,A01,Robot,Building,12.0,250
2018-12-09,A02,Lego,Building,4.0,200
2018-12-09,B01,Crayon,Art,10.0,50
2018-12-09,B02,Clay,Art,22.0,20
2018-12-09,C01,Doll,Stress Relief,40.0,100
2018-12-10,A01,Robot,Building,10.0,250
2018-12-10,A02,Lego,Building,4.0,200
2018-12-10,B01,Crayon,Art,6.0,50
2018-12-10,B02,Clay,Art,10.0,20
2018-12-10,C01,Doll,Stress Relief,40.0,100
2018-12-11,A01,Robot,Building,20.0,250
2018-12-11,A02,Lego,Building,4.0,200
2018-12-11,B01,Crayon,Art,8.0,50
2018-12-11,B02,Clay,Art,2.0,20
2018-12-11,C01,Doll,Stress Relief,48.0,100
2018-12-12,A01,Robot,Building,10.0,250
2018-12-12,A02,Lego,Building,6.0,200
2018-12-12,B01,Crayon,Art,2.0,50
2018-12-12,B02,Clay,Art,30.0,20
2018-12-12,C01,Doll,Stress Relief,48.0,100
2018-12-13,A01,Robot,Building,18.0,250
2018-12-13,A02,Lego,Building,6.0,200
2018-12-13,B01,Crayon,Art,4.0,50
2018-12-13,B02,Clay,Art,30.0,20
2018-12-13,C01,Doll,Stress Relief,40.0,100
2018-12-14,A01,Robot,Building,18.0,250
2018-12-14,A02,Lego,Building,4.0,200
2018-12-14,B01,Crayon,Art,2.0,50
2018-12-14,B02,Clay,Art,20.0,20
2018-12-14,C01,Doll,Stress Relief,50.0,100
2018-12-15,A01,Robot,Building,16.0,250
2018-12-15,A02,Lego,Building,4.0,200
2018-12-15,B01,Crayon,Art,14.0,50
2018-12-15,B02,Clay,Art,24.0,20
2018-12-15,C01,Doll,Stress Relief,44.0,100
2018-12-16,A01,Robot,Building,18.0,250
2018-12-16,A02,Lego,Building,4.0,200
2018-12-16,B01,Crayon,Art,12.0,50
2018-12-16,B02,Clay,Art,26.0,20
2018-12-16,C01,Doll,Stress Relief,46.0,100
2018-12-17,A01,Robot,Building,20.0,250
2018-12-17,A02,Lego,Building,4.0,200
2018-12-17,B01,Crayon,Art,2.0,50
2018-12-17,B02,Clay,Art,10.0,20
2018-12-17,C01,Doll,Stress Relief,48.0,100
2018-12-18,A01,Robot,Building,10.0,250
2018-12-18,A02,Lego,Building,6.0,200
2018-12-18,B01,Crayon,Art,4.0,50
2018-12-18,B02,Clay,Art,10.0,20
2018-12-18,C01,Doll,Stress Relief,46.0,100
2018-12-19,A01,Robot,Building,16.0,250
2018-12-19,A02,Lego,Building,4.0,200
2018-12-19,B01,Crayon,Art,8.0,50
2018-12-19,B02,Clay,Art,16.0,20
2018-12-19,C01,Doll,Stress Relief,42.0,100
2018-12-20,A01,Robot,Building,12.0,250
2018-12-20,A02,Lego,Building,6.0,200
2018-12-20,B01,Crayon,Art,4.0,50
2018-12-20,B02,Clay,Art,24.0,20
2018-12-20,C01,Doll,Stress Relief,40.0,100
2018-12-21,A01,Robot,Building,18.0,250
2018-12-21,A02,Lego,Building,6.0,200
2018-12-21,B01,Crayon,Art,10.0,50
2018-12-21,B02,Clay,Art,4.0,20
2018-12-21,C01,Doll,Stress Relief,48.0,100
2018-12-22,A01,Robot,Building,20.0,250
2018-12-22,A02,Lego,Building,6.0,200
2018-12-22,B01,Crayon,Art,2.0,50
2018-12-22,B02,Clay,Art,22.0,20
2018-12-22,C01,Doll,Stress Relief,40.0,100
2018-12-23,A01,Robot,Building,10.0,250
2018-12-23,A02,Lego,Building,4.0,200
2018-12-23,B01,Crayon,Art,8.0,50
2018-12-23,B02,Clay,Art,4.0,20
2018-12-23,C01,Doll,Stress Relief,44.0,100
2018-12-24,A01,Robot,Building,16.0,250
2018-12-24,A02,Lego,Building,4.0,200
2018-12-24,B01,Crayon,Art,2.0,50
2018-12-24,B02,Clay,Art,16.0,20
2018-12-24,C01,Doll,Stress Relief,48.0,100
2018-12-25,A01,Robot,Building,18.0,250
2018-12-25,A02,Lego,Building,6.0,200
2018-12-25,B01,Crayon,Art,2.0,50
2018-12-25,B02,Clay,Art,10.0,20
2018-12-25,C01,Doll,Stress Relief,50.0,100
2018-12-26,A01,Robot,Building,10.0,250
2018-12-26,A02,Lego,Building,6.0,200
2018-12-26,B01,Crayon,Art,8.0,50
2018-12-26,B02,Clay,Art,26.0,20
2018-12-26,C01,Doll,Stress Relief,40.0,100
2018-12-27,A01,Robot,Building,20.0,250
2018-12-27,A02,Lego,Building,6.0,200
2018-12-27,B01,Crayon,Art,10.0,50
2018-12-27,B02,Clay,Art,30.0,20
2018-12-27,C01,Doll,Stress Relief,40.0,100
2018-12-28,A01,Robot,Building,18.0,250
2018-12-28,A02,Lego,Building,6.0,200
2018-12-28,B01,Crayon,Art,6.0,50
2018-12-28,B02,Clay,Art,2.0,20
2018-12-28,C01,Doll,Stress Relief,48.0,100
2018-12-29,A01,Robot,Building,14.0,250
2018-12-29,A02,Lego,Building,4.0,200
2018-12-29,B01,Crayon,Art,8.0,50
2018-12-29,B02,Clay,Art,12.0,20
2018-12-29,C01,Doll,Stress Relief,46.0,100
2018-12-30,A01,Robot,Building,16.0,250
2018-12-30,A02,Lego,Building,6.0,200
2018-12-30,B01,Crayon,Art,6.0,50
2018-12-30,B02,Clay,Art,26.0,20
2018-12-30,C01,Doll,Stress Relief,46.0,100
2018-12-31,A01,Robot,Building,10.0,250
2018-12-31,A02,Lego,Building,6.0,200
2018-12-31,B01,Crayon,Art,14.0,50
2018-12-31,B02,Clay,Art,22.0,20
2018-12-31,C01,Doll,Stress Relief,42.0,100
2019-01-01,A01,Robot,Building,16.0,250
2019-01-01,A02,Lego,Building,4.0,200
2019-01-01,B01,Crayon,Art,8.0,50
2019-01-01,B02,Clay,Art,2.0,20
2019-01-01,C01,Doll,Stress Relief,42.0,100
2019-01-02,A01,Robot,Building,14.0,250
2019-01-02,A02,Lego,Building,6.0,200
2019-01-02,B01,Crayon,Art,14.0,50
2019-01-02,B02,Clay,Art,22.0,20
2019-01-02,C01,Doll,Stress Relief,46.0,100
2019-01-03,A01,Robot,Building,12.0,250
2019-01-03,A02,Lego,Building,6.0,200
2019-01-03,B01,Crayon,Art,6.0,50
2019-01-03,B02,Clay,Art,26.0,20
2019-01-03,C01,Doll,Stress Relief,50.0,100
2019-01-04,A01,Robot,Building,12.0,250
2019-01-04,A02,Lego,Building,6.0,200
2019-01-04,B01,Crayon,Art,12.0,50
2019-01-04,B02,Clay,Art,20.0,20
2019-01-04,C01,Doll,Stress Relief,42.0,100
2019-01-05,A01,Robot,Building,12.0,250
2019-01-05,A02,Lego,Building,6.0,200
2019-01-05,B01,Crayon,Art,6.0,50
2019-01-05,B02,Clay,Art,26.0,20
2019-01-05,C01,Doll,Stress Relief,46.0,100
2019-01-06,A01,Robot,Building,16.0,250
2019-01-06,A02,Lego,Building,6.0,200
2019-01-06,B01,Crayon,Art,10.0,50
2019-01-06,B02,Clay,Art,28.0,20
2019-01-06,C01,Doll,Stress Relief,48.0,100
2019-01-07,A01,Robot,Building,10.0,250
2019-01-07,A02,Lego,Building,4.0,200
2019-01-07,B01,Crayon,Art,10.0,50
2019-01-07,B02,Clay,Art,10.0,20
2019-01-07,C01,Doll,Stress Relief,46.0,100
2019-01-08,A01,Robot,Building,18.0,250
2019-01-08,A02,Lego,Building,6.0,200
2019-01-08,B01,Crayon,Art,12.0,50
2019-01-08,B02,Clay,Art,4.0,20
2019-01-08,C01,Doll,Stress Relief,48.0,100
2019-01-09,A01,Robot,Building,20.0,250
2019-01-09,A02,Lego,Building,4.0,200
2019-01-09,B01,Crayon,Art,2.0,50
2019-01-09,B02,Clay,Art,6.0,20
2019-01-09,C01,Doll,Stress Relief,40.0,100
2019-01-10,A01,Robot,Building,10.0,250
2019-01-10,A02,Lego,Building,6.0,200
2019-01-10,B01,Crayon,Art,10.0,50
2019-01-10,B02,Clay,Art,22.0,20
2019-01-10,C01,Doll,Stress Relief,50.0,100
2019-01-11,A01,Robot,Building,14.0,250
2019-01-11,A02,Lego,Building,6.0,200
2019-01-11,B01,Crayon,Art,6.0,50
2019-01-11,B02,Clay,Art,22.0,20
2019-01-11,C01,Doll,Stress Relief,46.0,100
2019-01-12,A01,Robot,Building,12.0,250
2019-01-12,A02,Lego,Building,4.0,200
2019-01-12,B01,Crayon,Art,8.0,50
2019-01-12,B02,Clay,Art,30.0,20
2019-01-12,C01,Doll,Stress Relief,40.0,100
2019-01-13,A01,Robot,Building,16.0,250
2019-01-13,A02,Lego,Building,4.0,200
2019-01-13,B01,Crayon,Art,14.0,50
2019-01-13,B02,Clay,Art,16.0,20
2019-01-13,C01,Doll,Stress Relief,50.0,100
2019-01-14,A01,Robot,Building,12.0,250
2019-01-14,A02,Lego,Building,6.0,200
2019-01-14,B01,Crayon,Art,8.0,50
2019-01-14,B02,Clay,Art,10.0,20
2019-01-14,C01,Doll,Stress Relief,48.0,100
2019-01-15,A01,Robot,Building,18.0,250
2019-01-15,A02,Lego,Building,4.0,200
2019-01-15,B01,Crayon,Art,4.0,50
2019-01-15,B02,Clay,Art,26.0,20
2019-01-15,C01,Doll,Stress Relief,48.0,100
2019-01-16,A01,Robot,Building,16.0,250
2019-01-16,A02,Lego,Building,6.0,200
2019-01-16,B01,Crayon,Art,12.0,50
2019-01-16,B02,Clay,Art,20.0,20
2019-01-16,C01,Doll,Stress Relief,42.0,100
2019-01-17,A01,Robot,Building,20.0,250
2019-01-17,A02,Lego,Building,4.0,200
2019-01-17,B01,Crayon,Art,4.0,50
2019-01-17,B02,Clay,Art,8.0,20
2019-01-17,C01,Doll,Stress Relief,42.0,100
2019-01-18,A01,Robot,Building,20.0,250
2019-01-18,A02,Lego,Building,4.0,200
2019-01-18,B01,Crayon,Art,4.0,50
2019-01-18,B02,Clay,Art,18.0,20
2019-01-18,C01,Doll,Stress Relief,44.0,100
2019-01-19,A01,Robot,Building,16.0,250
2019-01-19,A02,Lego,Building,4.0,200
2019-01-19,B01,Crayon,Art,14.0,50
2019-01-19,B02,Clay,Art,30.0,20
2019-01-19,C01,Doll,Stress Relief,46.0,100
2019-01-20,A01,Robot,Building,16.0,250
2019-01-20,A02,Lego,Building,6.0,200
2019-01-20,B01,Crayon,Art,2.0,50
2019-01-20,B02,Clay,Art,20.0,20
2019-01-20,C01,Doll,Stress Relief,46.0,100
2019-01-21,A01,Robot,Building,14.0,250
2019-01-21,A02,Lego,Building,6.0,200
2019-01-21,B01,Crayon,Art,12.0,50
2019-01-21,B02,Clay,Art,14.0,20
2019-01-21,C01,Doll,Stress Relief,48.0,100
2019-01-22,A01,Robot,Building,16.0,250
2019-01-22,A02,Lego,Building,6.0,200
2019-01-22,B01,Crayon,Art,8.0,50
2019-01-22,B02,Clay,Art,30.0,20
2019-01-22,C01,Doll,Stress Relief,40.0,100
2019-01-23,A01,Robot,Building,12.0,250
2019-01-23,A02,Lego,Building,4.0,200
2019-01-23,B01,Crayon,Art,14.0,50
2019-01-23,B02,Clay,Art,20.0,20
2019-01-23,C01,Doll,Stress Relief,46.0,100
2019-01-24,A01,Robot,Building,10.0,250
2019-01-24,A02,Lego,Building,6.0,200
2019-01-24,B01,Crayon,Art,4.0,50
2019-01-24,B02,Clay,Art,4.0,20
2019-01-24,C01,Doll,Stress Relief,40.0,100
2019-01-25,A01,Robot,Building,18.0,250
2019-01-25,A02,Lego,Building,6.0,200
2019-01-25,B01,Crayon,Art,12.0,50
2019-01-25,B02,Clay,Art,16.0,20
2019-01-25,C01,Doll,Stress Relief,50.0,100
2019-01-26,A01,Robot,Building,14.0,250
2019-01-26,A02,Lego,Building,6.0,200
2019-01-26,B01,Crayon,Art,6.0,50
2019-01-26,B02,Clay,Art,2.0,20
2019-01-26,C01,Doll,Stress Relief,48.0,100
2019-01-27,A01,Robot,Building,10.0,250
2019-01-27,A02,Lego,Building,4.0,200
2019-01-27,B01,Crayon,Art,6.0,50
2019-01-27,B02,Clay,Art,18.0,20
2019-01-27,C01,Doll,Stress Relief,46.0,100
2019-01-28,A01,Robot,Building,20.0,250
2019-01-28,A02,Lego,Building,6.0,200
2019-01-28,B01,Crayon,Art,14.0,50
2019-01-28,B02,Clay,Art,22.0,20
2019-01-28,C01,Doll,Stress Relief,44.0,100
2019-01-29,A01,Robot,Building,14.0,250
2019-01-29,A02,Lego,Building,4.0,200
2019-01-29,B01,Crayon,Art,2.0,50
2019-01-29,B02,Clay,Art,4.0,20
2019-01-29,C01,Doll,Stress Relief,46.0,100
2019-01-30,A01,Robot,Building,10.0,250
2019-01-30,A02,Lego,Building,6.0,200
2019-01-30,B01,Crayon,Art,8.0,50
2019-01-30,B02,Clay,Art,12.0,20
2019-01-30,C01,Doll,Stress Relief,50.0,100
2019-01-31,A01,Robot,Building,18.0,250
2019-01-31,A02,Lego,Building,4.0,200
2019-01-31,B01,Crayon,Art,6.0,50
2019-01-31,B02,Clay,Art,26.0,20
2019-01-31,C01,Doll,Stress Relief,44.0,100
2019-02-01,A01,Robot,Building,18.0,250
2019-02-01,A02,Lego,Building,6.0,200
2019-02-01,B01,Crayon,Art,4.0,50
2019-02-01,B02,Clay,Art,28.0,20
2019-02-01,C01,Doll,Stress Relief,44.0,100
2019-02-02,A01,Robot,Building,10.0,250
2019-02-02,A02,Lego,Building,6.0,200
2019-02-02,B01,Crayon,Art,4.0,50
2019-02-02,B02,Clay,Art,12.0,20
2019-02-02,C01,Doll,Stress Relief,50.0,100
2019-02-03,A01,Robot,Building,18.0,250
2019-02-03,A02,Lego,Building,6.0,200
2019-02-03,B01,Crayon,Art,2.0,50
2019-02-03,B02,Clay,Art,20.0,20
2019-02-03,C01,Doll,Stress Relief,46.0,100
2019-02-04,A01,Robot,Building,10.0,250
2019-02-04,A02,Lego,Building,4.0,200
2019-02-04,B01,Crayon,Art,6.0,50
2019-02-04,B02,Clay,Art,24.0,20
2019-02-04,C01,Doll,Stress Relief,46.0,100
2019-02-05,A01,Robot,Building,18.0,250
2019-02-05,A02,Lego,Building,6.0,200
2019-02-05,B01,Crayon,Art,14.0,50
2019-02-05,B02,Clay,Art,10.0,20
2019-02-05,C01,Doll,Stress Relief,44.0,100
2019-02-06,A01,Robot,Building,14.0,250
2019-02-06,A02,Lego,Building,6.0,200
2019-02-06,B01,Crayon,Art,6.0,50
2019-02-06,B02,Clay,Art,22.0,20
2019-02-06,C01,Doll,Stress Relief,46.0,100
2019-02-07,A01,Robot,Building,10.0,250
2019-02-07,A02,Lego,Building,4.0,200
2019-02-07,B01,Crayon,Art,2.0,50
2019-02-07,B02,Clay,Art,2.0,20
2019-02-07,C01,Doll,Stress Relief,50.0,100
2019-02-08,A01,Robot,Building,20.0,250
2019-02-08,A02,Lego,Building,6.0,200
2019-02-08,B01,Crayon,Art,14.0,50
2019-02-08,B02,Clay,Art,14.0,20
2019-02-08,C01,Doll,Stress Relief,42.0,100
2019-02-09,A01,Robot,Building,18.0,250
2019-02-09,A02,Lego,Building,6.0,200
2019-02-09,B01,Crayon,Art,10.0,50
2019-02-09,B02,Clay,Art,16.0,20
2019-02-09,C01,Doll,Stress Relief,44.0,100
2019-02-10,A01,Robot,Building,10.0,250
2019-02-10,A02,Lego,Building,4.0,200
2019-02-10,B01,Crayon,Art,12.0,50
2019-02-10,B02,Clay,Art,24.0,20
2019-02-10,C01,Doll,Stress Relief,44.0,100
2019-02-11,A01,Robot,Building,20.0,250
2019-02-11,A02,Lego,Building,4.0,200
2019-02-11,B01,Crayon,Art,6.0,50
2019-02-11,B02,Clay,Art,14.0,20
2019-02-11,C01,Doll,Stress Relief,50.0,100
2019-02-12,A01,Robot,Building,18.0,250
2019-02-12,A02,Lego,Building,6.0,200
2019-02-12,B01,Crayon,Art,2.0,50
2019-02-12,B02,Clay,Art,24.0,20
2019-02-12,C01,Doll,Stress Relief,44.0,100
2019-02-13,A01,Robot,Building,16.0,250
2019-02-13,A02,Lego,Building,4.0,200
2019-02-13,B01,Crayon,Art,10.0,50
2019-02-13,B02,Clay,Art,12.0,20
2019-02-13,C01,Doll,Stress Relief,42.0,100
2019-02-14,A01,Robot,Building,20.0,250
2019-02-14,A02,Lego,Building,4.0,200
2019-02-14,B01,Crayon,Art,2.0,50
2019-02-14,B02,Clay,Art,2.0,20
2019-02-14,C01,Doll,Stress Relief,50.0,100
2019-02-15,A01,Robot,Building,10.0,250
2019-02-15,A02,Lego,Building,4.0,200
2019-02-15,B01,Crayon,Art,10.0,50
2019-02-15,B02,Clay,Art,2.0,20
2019-02-15,C01,Doll,Stress Relief,42.0,100
2019-02-16,A01,Robot,Building,14.0,250
2019-02-16,A02,Lego,Building,6.0,200
2019-02-16,B01,Crayon,Art,2.0,50
2019-02-16,B02,Clay,Art,4.0,20
2019-02-16,C01,Doll,Stress Relief,44.0,100
2019-02-17,A01,Robot,Building,16.0,250
2019-02-17,A02,Lego,Building,6.0,200
2019-02-17,B01,Crayon,Art,8.0,50
2019-02-17,B02,Clay,Art,30.0,20
2019-02-17,C01,Doll,Stress Relief,46.0,100
2019-02-18,A01,Robot,Building,16.0,250
2019-02-18,A02,Lego,Building,6.0,200
2019-02-18,B01,Crayon,Art,14.0,50
2019-02-18,B02,Clay,Art,16.0,20
2019-02-18,C01,Doll,Stress Relief,48.0,100
2019-02-19,A01,Robot,Building,16.0,250
2019-02-19,A02,Lego,Building,6.0,200
2019-02-19,B01,Crayon,Art,2.0,50
2019-02-19,B02,Clay,Art,28.0,20
2019-02-19,C01,Doll,Stress Relief,44.0,100
2019-02-20,A01,Robot,Building,18.0,250
2019-02-20,A02,Lego,Building,6.0,200
2019-02-20,B01,Crayon,Art,12.0,50
2019-02-20,B02,Clay,Art,22.0,20
2019-02-20,C01,Doll,Stress Relief,46.0,100
2019-02-21,A01,Robot,Building,18.0,250
2019-02-21,A02,Lego,Building,6.0,200
2019-02-21,B01,Crayon,Art,6.0,50
2019-02-21,B02,Clay,Art,8.0,20
2019-02-21,C01,Doll,Stress Relief,50.0,100
2019-02-22,A01,Robot,Building,10.0,250
2019-02-22,A02,Lego,Building,6.0,200
2019-02-22,B01,Crayon,Art,10.0,50
2019-02-22,B02,Clay,Art,16.0,20
2019-02-22,C01,Doll,Stress Relief,44.0,100
2019-02-23,A01,Robot,Building,20.0,250
2019-02-23,A02,Lego,Building,4.0,200
2019-02-23,B01,Crayon,Art,10.0,50
2019-02-23,B02,Clay,Art,22.0,20
2019-02-23,C01,Doll,Stress Relief,46.0,100
2019-02-24,A01,Robot,Building,10.0,250
2019-02-24,A02,Lego,Building,6.0,200
2019-02-24,B01,Crayon,Art,6.0,50
2019-02-24,B02,Clay,Art,26.0,20
2019-02-24,C01,Doll,Stress Relief,40.0,100
2019-02-25,A01,Robot,Building,12.0,250
2019-02-25,A02,Lego,Building,6.0,200
2019-02-25,B01,Crayon,Art,8.0,50
2019-02-25,B02,Clay,Art,8.0,20
2019-02-25,C01,Doll,Stress Relief,40.0,100
2019-02-26,A01,Robot,Building,16.0,250
2019-02-26,A02,Lego,Building,6.0,200
2019-02-26,B01,Crayon,Art,12.0,50
2019-02-26,B02,Clay,Art,8.0,20
2019-02-26,C01,Doll,Stress Relief,40.0,100
2019-02-27,A01,Robot,Building,20.0,250
2019-02-27,A02,Lego,Building,4.0,200
2019-02-27,B01,Crayon,Art,2.0,50
2019-02-27,B02,Clay,Art,8.0,20
2019-02-27,C01,Doll,Stress Relief,44.0,100
2019-02-28,A01,Robot,Building,20.0,250
2019-02-28,A02,Lego,Building,4.0,200
2019-02-28,B01,Crayon,Art,6.0,50
2019-02-28,B02,Clay,Art,26.0,20
2019-02-28,C01,Doll,Stress Relief,40.0,100
2019-03-01,A01,Robot,Building,10.0,250
2019-03-01,A02,Lego,Building,2.0,200
2019-03-01,B01,Crayon,Art,3.0,50
2019-03-01,B02,Clay,Art,14.0,20
2019-03-01,C01,Doll,Stress Relief,23.0,100
2019-03-02,A01,Robot,Building,10.0,250
2019-03-02,A02,Lego,Building,3.0,200
2019-03-02,B01,Crayon,Art,5.0,50
2019-03-02,B02,Clay,Art,1.0,20
2019-03-02,C01,Doll,Stress Relief,22.0,100
2019-03-03,A01,Robot,Building,8.0,250
2019-03-03,A02,Lego,Building,2.0,200
2019-03-03,B01,Crayon,Art,1.0,50
2019-03-03,B02,Clay,Art,6.0,20
2019-03-03,C01,Doll,Stress Relief,22.0,100
2019-03-04,A01,Robot,Building,10.0,250
2019-03-04,A02,Lego,Building,3.0,200
2019-03-04,B01,Crayon,Art,6.0,50
2019-03-04,B02,Clay,Art,2.0,20
2019-03-04,C01,Doll,Stress Relief,22.0,100
2019-03-05,A01,Robot,Building,5.0,250
2019-03-05,A02,Lego,Building,2.0,200
2019-03-05,B01,Crayon,Art,5.0,50
2019-03-05,B02,Clay,Art,2.0,20
2019-03-05,C01,Doll,Stress Relief,23.0,100
2019-03-06,A01,Robot,Building,10.0,250
2019-03-06,A02,Lego,Building,2.0,200
2019-03-06,B01,Crayon,Art,7.0,50
2019-03-06,B02,Clay,Art,12.0,20
2019-03-06,C01,Doll,Stress Relief,21.0,100
2019-03-07,A01,Robot,Building,9.0,250
2019-03-07,A02,Lego,Building,2.0,200
2019-03-07,B01,Crayon,Art,7.0,50
2019-03-07,B02,Clay,Art,1.0,20
2019-03-07,C01,Doll,Stress Relief,20.0,100
2019-03-08,A01,Robot,Building,6.0,250
2019-03-08,A02,Lego,Building,2.0,200
2019-03-08,B01,Crayon,Art,4.0,50
2019-03-08,B02,Clay,Art,5.0,20
2019-03-08,C01,Doll,Stress Relief,23.0,100
2019-03-09,A01,Robot,Building,6.0,250
2019-03-09,A02,Lego,Building,2.0,200
2019-03-09,B01,Crayon,Art,3.0,50
2019-03-09,B02,Clay,Art,11.0,20
2019-03-09,C01,Doll,Stress Relief,23.0,100
2019-03-10,A01,Robot,Building,8.0,250
2019-03-10,A02,Lego,Building,2.0,200
2019-03-10,B01,Crayon,Art,6.0,50
2019-03-10,B02,Clay,Art,8.0,20
2019-03-10,C01,Doll,Stress Relief,24.0,100
2019-03-11,A01,Robot,Building,5.0,250
2019-03-11,A02,Lego,Building,3.0,200
2019-03-11,B01,Crayon,Art,4.0,50
2019-03-11,B02,Clay,Art,13.0,20
2019-03-11,C01,Doll,Stress Relief,25.0,100
2019-03-12,A01,Robot,Building,5.0,250
2019-03-12,A02,Lego,Building,3.0,200
2019-03-12,B01,Crayon,Art,5.0,50
2019-03-12,B02,Clay,Art,11.0,20
2019-03-12,C01,Doll,Stress Relief,24.0,100
2019-03-13,A01,Robot,Building,7.0,250
2019-03-13,A02,Lego,Building,2.0,200
2019-03-13,B01,Crayon,Art,5.0,50
2019-03-13,B02,Clay,Art,6.0,20
2019-03-13,C01,Doll,Stress Relief,23.0,100
2019-03-14,A01,Robot,Building,8.0,250
2019-03-14,A02,Lego,Building,2.0,200
2019-03-14,B01,Crayon,Art,4.0,50
2019-03-14,B02,Clay,Art,1.0,20
2019-03-14,C01,Doll,Stress Relief,22.0,100
2019-03-15,A01,Robot,Building,5.0,250
2019-03-15,A02,Lego,Building,2.0,200
2019-03-15,B01,Crayon,Art,5.0,50
2019-03-15,B02,Clay,Art,10.0,20
2019-03-15,C01,Doll,Stress Relief,23.0,100
2019-03-16,A01,Robot,Building,10.0,250
2019-03-16,A02,Lego,Building,3.0,200
2019-03-16,B01,Crayon,Art,4.0,50
2019-03-16,B02,Clay,Art,1.0,20
2019-03-16,C01,Doll,Stress Relief,20.0,100
2019-03-17,A01,Robot,Building,5.0,250
2019-03-17,A02,Lego,Building,2.0,200
2019-03-17,B01,Crayon,Art,1.0,50
2019-03-17,B02,Clay,Art,12.0,20
2019-03-17,C01,Doll,Stress Relief,23.0,100
